"","TIPO_REG","PAIS","P_DEPTO","P_MUNIC","UC_UO","ENCUESTA","COD_VEREDA","P_S8_NUMPEZDUL","P_S8P1141","P_S8P1151","P_S8P115A1","P_S8P1161","P_S8P116A1","P_S8_NUMPEZSAL","P_S8P1142","P_S8P1152","P_S8P115A2","P_S8P1162","P_S8P116A2"
"1",8,170,68,68001,"00260001","022318160",68001027,1,41229900,500,1,0,0,0,NA,0,0,0,0
"2",8,170,68,68001,"00395557","022318041",68001013,1,41220800,200,1,200,1,0,NA,0,0,0,0
"3",8,170,68,68001,"00420001","022303666",68001009,1,41229900,5,1,5,1,0,NA,0,0,0,0
"4",8,170,68,68001,"00460001","022317636",68001013,1,41190600,500,1,0,0,0,NA,0,0,0,0
"5",8,170,68,68001,"00920001","022736078",68001009,1,41190300,0,0,0,0,0,NA,0,0,0,0
"6",8,170,68,68001,"00930001","022303762",68001023,1,41190300,1,1,1,1,0,NA,0,0,0,0
"7",8,170,68,68001,"01020001","022318870",68001009,1,41190600,10,1,0,0,0,NA,0,0,0,0
"8",8,170,68,68001,"01071873","022537970",68001027,1,41190300,0,0,10,1,0,NA,0,0,0,0
"9",8,170,68,68001,"07290001","022736087",68001017,3,41190400,1.8,1,720,1,0,NA,0,0,0,0
"10",8,170,68,68020,"01840000","089000555",68020005,18,41190500,0,0,0,0,NA,NA,NA,0,NA,0
"11",8,170,68,68020,"01840000","089000555",68020005,28,41120199,0,0,0,0,NA,NA,NA,0,NA,0
"12",8,170,68,68051,"02040000","009997941",68051003,1,41190400,300,1,300,1,NA,NA,NA,0,NA,0
"13",8,170,68,68051,"02200000","009997913",68051004,1,41190400,1,1,1,1,NA,NA,NA,0,NA,0
"14",8,170,68,68051,"02310000","009999038",68051004,1,41190300,25,1,25,1,NA,NA,NA,0,NA,0
"15",8,170,68,68077,"00020001","060025519",68077005,1,41120199,10,1,10,1,0,NA,0,0,0,0
"16",8,170,68,68077,"00060001","060025522",68077005,1,41190400,3000,1,3000,1,0,NA,0,0,0,0
"17",8,170,68,68077,"00110001","060027972",68077001,1,41190600,0,0,0,0,0,NA,0,0,0,0
"18",8,170,68,68077,"00130001","060028597",68077001,1,41190500,1000,1,0,0,0,NA,0,0,0,0
"19",8,170,68,68077,"00460001","060025135",68077003,1,41190100,600,1,0,0,0,NA,0,0,0,0
"20",8,170,68,68077,"00460001","060025513",68077002,1,41120110,5,1,5,1,0,NA,0,0,0,0
"21",8,170,68,68077,"00480001","060027292",68077001,1,41190100,0.5,1,0.5,1,0,NA,0,0,0,0
"22",8,170,68,68077,"00500001","060025282",68077004,1,41190300,0,0,0,0,0,NA,0,0,0,0
"23",8,170,68,68077,"00650001","060027540",68077999,1,41120199,1.3,1,1.3,1,0,NA,0,0,0,0
"24",8,170,68,68077,"00700000","009990668",68077002,1,41229900,100,1,100,1,NA,NA,NA,0,NA,0
"25",8,170,68,68077,"00770001","060027994",68077001,1,41190700,10,1,0,0,0,NA,0,0,0,0
"26",8,170,68,68077,"00790001","060025478",68077002,1,41229900,2,1,3,1,0,NA,0,0,0,0
"27",8,170,68,68077,"01500001","060025138",68077007,1,41190300,35,1,35,1,0,NA,0,0,0,0
"28",8,170,68,68077,"01750001","060027584",68077002,1,41120108,7,1,0,0,0,NA,0,0,0,0
"29",8,170,68,68077,"01760001","060027585",68077002,1,41190500,300,1,300,1,0,NA,0,0,0,0
"30",8,170,68,68077,"02590000","009990246",68077002,1,41229900,170,1,170,1,NA,NA,NA,0,NA,0
"31",8,170,68,68077,"02590001","060027512",68077002,1,41221200,1.7,1,1.7,1,0,NA,0,0,0,0
"32",8,170,68,68077,"02890001","060028194",68077006,1,41190300,0.5,1,0.5,1,0,NA,0,0,0,0
"33",8,170,68,68077,"06330000","088001718",68077004,18,42129900,100,1,100,1,NA,NA,NA,0,NA,0
"34",8,170,68,68077,"06330001","060029082",68077004,1,41190500,20,1,20,1,0,NA,0,0,0,0
"35",8,170,68,68077,"08330001","060029496",68077004,1,41190400,0,0,0,0,0,NA,0,0,0,0
"36",8,170,68,68079,"00120000","009999162",68079011,1,41190600,60,1,60,1,NA,NA,NA,0,NA,0
"37",8,170,68,68079,"00120000","009999162",68079011,2,41190300,150,1,150,1,NA,NA,NA,0,NA,0
"38",8,170,68,68079,"00120001","060025538",68079011,2,41190300,150,1,150,1,0,NA,0,0,0,0
"39",8,170,68,68079,"00140001","060027242",68079013,1,41190300,1,1,1,1,0,NA,0,0,0,0
"40",8,170,68,68079,"00210000","009997629",68079013,1,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"41",8,170,68,68079,"00370001","060028572",68079011,1,41190300,75,1,0,0,0,NA,0,0,0,0
"42",8,170,68,68079,"01200001","060025822",68079004,1,41190300,20,1,25,1,0,NA,0,0,0,0
"43",8,170,68,68079,"02350001","060025555",68079010,1,41190300,1,1,1,1,0,NA,0,0,0,0
"44",8,170,68,68081,"00000000","081498016",68081002,18,41229900,1,1,1,1,NA,NA,NA,0,NA,0
"45",8,170,68,68081,"00010000","089001199",68081034,18,41120101,1,1,0,0,NA,NA,NA,0,NA,0
"46",8,170,68,68081,"00050000","009991583",68745040,1,42129900,0,0,0,0,NA,NA,NA,0,NA,0
"47",8,170,68,68081,"00070000","081893272",68081037,18,41190600,10,1,0,0,NA,NA,NA,0,NA,0
"48",8,170,68,68081,"00070000","081893272",68081037,28,41220900,22,1,0,0,NA,NA,NA,0,NA,0
"49",8,170,68,68081,"00090000","081498015",68081044,18,41120199,1,1,1,1,NA,NA,NA,0,NA,0
"50",8,170,68,68081,"00130000","009991411",68081034,1,41190300,30,1,30,1,NA,NA,NA,0,NA,0
"51",8,170,68,68081,"00130000","009991411",68081034,2,41190600,40,1,10,1,NA,NA,NA,0,NA,0
"52",8,170,68,68081,"00130000","009991413",68081034,1,41190300,300,1,0,0,NA,NA,NA,0,NA,0
"53",8,170,68,68081,"00130000","009991427",68081034,1,41220300,1800,1,1000,1,NA,NA,NA,0,NA,0
"54",8,170,68,68081,"00130000","009991427",68081034,2,41190300,800,1,200,1,NA,NA,NA,0,NA,0
"55",8,170,68,68081,"00170000","009991452",68081010,1,41190300,1,1,0,0,NA,NA,NA,0,NA,0
"56",8,170,68,68081,"00170000","009991452",68081010,2,41190600,1,1,0,0,NA,NA,NA,0,NA,0
"57",8,170,68,68081,"00200000","089001175",68081017,18,41229900,10,1,10,1,NA,NA,NA,0,NA,0
"58",8,170,68,68081,"00220000","001128127",68081025,1,42129900,18,1,10,1,NA,NA,NA,0,NA,0
"59",8,170,68,68081,"00220000","001128127",68081025,2,41120101,10,1,5,1,NA,NA,NA,0,NA,0
"60",8,170,68,68081,"00280000","089001180",68081049,18,41190300,10,1,0,0,NA,NA,NA,0,NA,0
"61",8,170,68,68081,"00300000","089001211",68081015,18,41120101,100,1,100,1,NA,NA,NA,0,NA,0
"62",8,170,68,68081,"00300000","089001211",68081015,28,41190600,180,1,100,1,NA,NA,NA,0,NA,0
"63",8,170,68,68081,"00310000","089001324",68081015,18,41190600,100,1,60,1,NA,NA,NA,0,NA,0
"64",8,170,68,68081,"00310000","089001324",68081015,28,41120101,140,1,80,1,NA,NA,NA,0,NA,0
"65",8,170,68,68081,"00310000","089001324",68081015,38,41190900,220,1,115,1,NA,NA,NA,0,NA,0
"66",8,170,68,68081,"00330000","009991561",68745040,1,41190600,2.4,1,0,0,NA,NA,NA,0,NA,0
"67",8,170,68,68081,"00330000","009991561",68745040,2,41120199,15,1,0,0,NA,NA,NA,0,NA,0
"68",8,170,68,68081,"00410000","009991585",68745040,1,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"69",8,170,68,68081,"00430000","009990838",68689016,1,41120199,1,1,0,0,NA,NA,NA,0,NA,0
"70",8,170,68,68081,"00440000","089900385",68081021,18,41120199,0,0,0,0,NA,NA,NA,0,NA,0
"71",8,170,68,68081,"00460000","009991574",68745040,1,41229900,63,1,0,0,NA,NA,NA,0,NA,0
"72",8,170,68,68081,"00460000","009991574",68745040,2,41120101,75,1,0,0,NA,NA,NA,0,NA,0
"73",8,170,68,68081,"00460000","009991574",68745040,3,41190600,1,1,0,0,NA,NA,NA,0,NA,0
"74",8,170,68,68081,"00460000","009991575",68745040,1,41190600,15,1,20,1,NA,NA,NA,0,NA,0
"75",8,170,68,68081,"00460000","009991575",68745040,2,41190400,10,1,50,1,NA,NA,NA,0,NA,0
"76",8,170,68,68081,"00470000","009991584",68081016,1,41190600,500,1,0,0,NA,NA,NA,0,NA,0
"77",8,170,68,68081,"00470000","009991584",68081016,2,42129900,100,1,0,0,NA,NA,NA,0,NA,0
"78",8,170,68,68081,"00520000","089001194",68081021,18,41190300,75,1,75,1,NA,NA,NA,0,NA,0
"79",8,170,68,68081,"00520000","089001194",68081021,28,41190400,0,0,0,0,NA,NA,NA,0,NA,0
"80",8,170,68,68081,"00540000","001160747",68081027,1,41190600,80,1,100,1,NA,NA,NA,0,NA,0
"81",8,170,68,68081,"00540000","001160747",68081027,2,41190900,10,1,25,1,NA,NA,NA,0,NA,0
"82",8,170,68,68081,"00540000","001160747",68081027,3,41120101,8,1,15,1,NA,NA,NA,0,NA,0
"83",8,170,68,68081,"00560000","001160748",68081046,1,41120101,6,1,4,1,NA,NA,NA,0,NA,0
"84",8,170,68,68081,"00560000","001160748",68081046,2,41120199,10,1,5,1,NA,NA,NA,0,NA,0
"85",8,170,68,68081,"00560000","001160748",68081046,3,41190600,12,1,6,1,NA,NA,NA,0,NA,0
"86",8,170,68,68081,"00560000","001160748",68081046,4,41220600,10,1,5,1,NA,NA,NA,0,NA,0
"87",8,170,68,68081,"00650000","089002458",68081033,18,42129900,0,0,0,0,NA,NA,NA,0,NA,0
"88",8,170,68,68081,"00650000","089900132",68081033,18,41120199,0,0,0,0,NA,NA,NA,0,NA,0
"89",8,170,68,68081,"00660000","009991980",68081027,1,41120101,30,1,18,1,NA,NA,NA,0,NA,0
"90",8,170,68,68081,"00660000","089001307",68081049,18,41190600,200,1,200,1,NA,NA,NA,0,NA,0
"91",8,170,68,68081,"00660000","089001307",68081049,28,41120101,4,1,100,1,NA,NA,NA,0,NA,0
"92",8,170,68,68081,"00660000","089001307",68081049,38,41190900,3,1,50,1,NA,NA,NA,0,NA,0
"93",8,170,68,68081,"00660000","089001307",68081049,48,41221200,1,1,12,1,NA,NA,NA,0,NA,0
"94",8,170,68,68081,"00660000","089900376",68081009,18,41190600,200,1,200,1,NA,NA,NA,0,NA,0
"95",8,170,68,68081,"00670000","009990839",68081021,1,41120199,1,1,0,0,NA,NA,NA,0,NA,0
"96",8,170,68,68081,"00680001","060025939",68081033,1,41190300,250,1,250,1,0,NA,0,0,0,0
"97",8,170,68,68081,"00700000","089900387",68081028,18,41190300,0,0,0,0,NA,NA,NA,0,NA,0
"98",8,170,68,68081,"00700000","089900387",68081028,28,41190600,1,1,0,0,NA,NA,NA,0,NA,0
"99",8,170,68,68081,"00730000","089001361",68081033,18,41190400,100,1,0,0,NA,NA,NA,0,NA,0
"100",8,170,68,68081,"00740000","089001189",68081049,18,41190600,500,1,0,0,NA,NA,NA,0,NA,0
"101",8,170,68,68081,"00740000","089001189",68081049,28,41190900,400,1,0,0,NA,NA,NA,0,NA,0
"102",8,170,68,68081,"00740000","089002507",68081045,18,41190600,0,0,0,0,NA,NA,NA,0,NA,0
"103",8,170,68,68081,"00750000","089900192",68081009,18,41190600,0,0,0,0,NA,NA,NA,0,NA,0
"104",8,170,68,68081,"00750000","089900192",68081009,28,41190300,0,0,0,0,NA,NA,NA,0,NA,0
"105",8,170,68,68081,"00750000","089900192",68081009,38,41220300,0,0,0,0,NA,NA,NA,0,NA,0
"106",8,170,68,68081,"00750000","089900192",68081009,48,41222300,0,0,0,0,NA,NA,NA,0,NA,0
"107",8,170,68,68081,"00890000","009990849",68689016,1,41120199,0,0,0,0,NA,NA,NA,0,NA,0
"108",8,170,68,68081,"01010000","009991772",68081002,NA,41229900,0,0,0,0,1,NA,NA,NA,NA,NA
"109",8,170,68,68081,"01160000","089001190",68081009,18,41190600,10,1,0,0,NA,NA,NA,0,NA,0
"110",8,170,68,68081,"01160000","089001190",68081009,28,41220900,5,1,0,0,NA,NA,NA,0,NA,0
"111",8,170,68,68081,"01200000","089002536",68081021,18,41190300,0,0,0,0,NA,NA,NA,0,NA,0
"112",8,170,68,68081,"01200000","089002536",68081021,28,41190600,0,0,0,0,NA,NA,NA,0,NA,0
"113",8,170,68,68081,"01210000","009991121",68081021,1,41190300,1,1,1,1,NA,NA,NA,0,NA,0
"114",8,170,68,68081,"01250000","009991984",68081035,1,41190300,10,1,8,1,NA,NA,NA,0,NA,0
"115",8,170,68,68081,"01330000","089900200",68081050,18,41190300,150,1,150,1,NA,NA,NA,0,NA,0
"116",8,170,68,68081,"01380000","089001329",68081013,18,41120101,30,1,40,1,NA,NA,NA,0,NA,0
"117",8,170,68,68081,"01380000","089001329",68081013,28,41190600,100,1,70,1,NA,NA,NA,0,NA,0
"118",8,170,68,68081,"01480000","089001346",68081023,18,41120199,0,0,0,0,NA,NA,NA,0,NA,0
"119",8,170,68,68081,"01480000","089001346",68081023,28,41220900,0,0,0,0,NA,NA,NA,0,NA,0
"120",8,170,68,68081,"01480000","089001346",68081023,38,42129900,0,0,0,0,NA,NA,NA,0,NA,0
"121",8,170,68,68081,"01490000","089001336",68081023,18,41190300,0,0,0,0,NA,NA,NA,0,NA,0
"122",8,170,68,68081,"01570000","009991117",68081021,1,41229900,20,1,0,0,NA,NA,NA,0,NA,0
"123",8,170,68,68081,"01720000","089001334",68081023,18,41190600,1500,1,1500,1,NA,NA,NA,0,NA,0
"124",8,170,68,68081,"01720000","089001334",68081023,28,41221200,150,1,150,1,NA,NA,NA,0,NA,0
"125",8,170,68,68081,"01720000","089001334",68081023,38,41221500,200,1,200,1,NA,NA,NA,0,NA,0
"126",8,170,68,68081,"01720000","089001334",68081023,48,41190900,75,1,75,1,NA,NA,NA,0,NA,0
"127",8,170,68,68081,"01750000","088001691",68081027,18,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"128",8,170,68,68081,"01790000","089001185",68745040,18,41190600,1350,1,300,1,NA,NA,NA,0,NA,0
"129",8,170,68,68081,"01790000","089001185",68745040,28,41120101,9,1,0,0,NA,NA,NA,0,NA,0
"130",8,170,68,68081,"01790000","089001185",68745040,38,41190900,12,1,0,0,NA,NA,NA,0,NA,0
"131",8,170,68,68081,"01790000","089001185",68745040,48,41190300,2000,1,0,0,NA,NA,NA,0,NA,0
"132",8,170,68,68081,"01810000","089900193",68081050,18,41190300,0,0,0,0,NA,NA,NA,0,NA,0
"133",8,170,68,68081,"01810000","089900193",68081050,28,41190600,0,0,0,0,NA,NA,NA,0,NA,0
"134",8,170,68,68081,"01830000","009991871",68081027,1,41190600,50,1,50,1,NA,NA,NA,0,NA,0
"135",8,170,68,68081,"01850000","009991870",68081027,1,41190600,2,1,2,1,NA,NA,NA,0,NA,0
"136",8,170,68,68081,"01870000","009990852",68689016,1,41120199,0,0,0,0,NA,NA,NA,0,NA,0
"137",8,170,68,68081,"01980000","089001328",68081016,18,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"138",8,170,68,68081,"02150000","009991142",68081051,1,41190300,30,1,0,0,NA,NA,NA,0,NA,0
"139",8,170,68,68081,"02150000","009991142",68081051,2,41190600,0,0,50,1,NA,NA,NA,0,NA,0
"140",8,170,68,68081,"02190000","088001688",68081043,18,41120101,20,1,20,1,NA,NA,NA,0,NA,0
"141",8,170,68,68081,"02190000","088001688",68081043,28,41190600,50,1,50,1,NA,NA,NA,0,NA,0
"142",8,170,68,68081,"02230000","009991150",68081051,1,41190600,1,1,0,0,NA,NA,NA,0,NA,0
"143",8,170,68,68081,"02230000","009991150",68081051,2,41120101,3,1,0,0,NA,NA,NA,0,NA,0
"144",8,170,68,68081,"04020000","009991698",68081040,1,41190600,80,1,50,1,NA,NA,NA,0,NA,0
"145",8,170,68,68081,"05960000","089002463",68081034,18,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"146",8,170,68,68081,"06560000","082002395",68081003,18,41229900,300,1,300,1,NA,NA,NA,0,NA,0
"147",8,170,68,68081,"07410000","089001295",68081007,18,41190300,2.5,1,0,0,NA,NA,NA,0,NA,0
"148",8,170,68,68081,"07410000","089001295",68081007,28,41120199,20,1,0,0,NA,NA,NA,0,NA,0
"149",8,170,68,68081,"12790000","009991696",68081010,1,41190300,1,1,1,1,NA,NA,NA,0,NA,0
"150",8,170,68,68081,"14520000","089900185",68081012,18,42129900,0,0,0,0,NA,NA,NA,0,NA,0
"151",8,170,68,68081,"14810000","009991159",68081010,1,41190300,1,1,0,0,NA,NA,NA,0,NA,0
"152",8,170,68,68081,"14810000","009991159",68081010,2,41190600,1,1,0,0,NA,NA,NA,0,NA,0
"153",8,170,68,68081,"15460000","009991833",68081010,1,41190600,1,1,0,0,NA,NA,NA,0,NA,0
"154",8,170,68,68081,"15460000","009991833",68081010,2,41190400,1,1,0,0,NA,NA,NA,0,NA,0
"155",8,170,68,68081,"99990000","009991580",68081026,1,41190600,3,1,3,1,NA,NA,NA,0,NA,0
"156",8,170,68,68081,"99990000","009991580",68081026,2,41190300,4,1,4,1,NA,NA,NA,0,NA,0
"157",8,170,68,68081,"99990000","009991580",68081026,3,41120101,8,1,8,1,NA,NA,NA,0,NA,0
"158",8,170,68,68081,"99990000","009991580",68081026,4,41221500,4,1,4,1,NA,NA,NA,0,NA,0
"159",8,170,68,68081,"99990000","089001331",68081028,18,41190300,300,1,380,1,NA,NA,NA,0,NA,0
"160",8,170,68,68081,"99990000","089001344",68081028,18,41190300,425,1,425,1,NA,NA,NA,0,NA,0
"161",8,170,68,68081,"99990000","089001344",68081028,28,41190400,300,1,300,1,NA,NA,NA,0,NA,0
"162",8,170,68,68081,"99990000","089001344",68081028,38,41190600,0,0,250,1,NA,NA,NA,0,NA,0
"163",8,170,68,68092,"00080000","003001625",68092032,1,41229900,250,1,0,0,NA,NA,NA,0,NA,0
"164",8,170,68,68092,"00260000","083001826",68092006,18,41190600,0,0,0,0,NA,NA,NA,0,NA,0
"165",8,170,68,68092,"00720000","083004350",68092024,18,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"166",8,170,68,68092,"00980000","003003588",68092009,1,41220300,2,1,0,0,NA,NA,NA,0,NA,0
"167",8,170,68,68092,"01100000","002459084",68092009,1,41220300,15,1,0,0,NA,NA,NA,0,NA,0
"168",8,170,68,68092,"03230000","083004243",68092002,18,41190300,0,0,0,0,NA,NA,NA,0,NA,0
"169",8,170,68,68092,"03230000","083004243",68092002,28,41190400,0,0,0,0,NA,NA,NA,0,NA,0
"170",8,170,68,68092,"07790000","083004247",68092031,18,41190300,1,1,0,0,NA,NA,NA,0,NA,0
"171",8,170,68,68092,"08660000","083001836",68092003,18,41190300,150,1,80,1,NA,NA,NA,0,NA,0
"172",8,170,68,68101,"00120000","001023543",68101008,1,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"173",8,170,68,68101,"00330000","003057124",68101090,1,41190300,0,0,0,0,NA,NA,NA,0,NA,0
"174",8,170,68,68101,"00390000","003018613",68101067,1,41229900,30,1,0,0,NA,NA,NA,0,NA,0
"175",8,170,68,68101,"00520000","003057062",68101020,1,41190300,1250,1,0,0,NA,NA,NA,0,NA,0
"176",8,170,68,68101,"00750000","003018629",68101999,1,41190200,0,0,0,0,NA,NA,NA,0,NA,0
"177",8,170,68,68101,"00950000","003018432",68101071,1,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"178",8,170,68,68101,"01010000","003013018",68101082,1,41229900,5,1,0,0,NA,NA,NA,0,NA,0
"179",8,170,68,68101,"01080000","001023347",68101066,1,41120101,85,1,85,1,NA,NA,NA,0,NA,0
"180",8,170,68,68101,"01270000","001058836",68101025,1,41190600,100,1,0,0,NA,NA,NA,0,NA,0
"181",8,170,68,68101,"01390000","003056839",68101002,1,41190300,100,1,0,0,NA,NA,NA,0,NA,0
"182",8,170,68,68101,"01520000","003012948",68101082,1,41190500,5,1,6,1,NA,NA,NA,0,NA,0
"183",8,170,68,68101,"01810000","003018459",68101011,1,41220300,6,1,6,1,NA,NA,NA,0,NA,0
"184",8,170,68,68101,"01860000","001023424",68101026,1,41190300,375,1,0,0,NA,NA,NA,0,NA,0
"185",8,170,68,68121,"00080000","003000511",68121006,1,41229900,1,1,0,0,NA,NA,NA,0,NA,0
"186",8,170,68,68121,"00110000","083000704",68121001,18,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"187",8,170,68,68121,"00440000","083000707",68121001,18,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"188",8,170,68,68121,"00750000","083015612",68121001,18,41190300,0,0,0,0,NA,NA,NA,0,NA,0
"189",8,170,68,68121,"00750000","083015612",68121001,28,41190600,0,0,0,0,NA,NA,NA,0,NA,0
"190",8,170,68,68121,"00750000","083015612",68121001,38,41190500,0,0,0,0,NA,NA,NA,0,NA,0
"191",8,170,68,68121,"00750000","083015612",68121001,48,41220300,0,0,0,0,NA,NA,NA,0,NA,0
"192",8,170,68,68121,"00960000","083000733",68121001,18,42129900,1,1,1,1,NA,NA,NA,0,NA,0
"193",8,170,68,68121,"01080000","083000719",68121001,18,41190300,10,1,0,0,NA,NA,NA,0,NA,0
"194",8,170,68,68121,"01090000","083000727",68121001,18,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"195",8,170,68,68121,"01200000","083000708",68121001,18,41220300,0,0,0,0,NA,NA,NA,0,NA,0
"196",8,170,68,68121,"21610000","003389846",68121008,1,41222300,10,1,4000,1,NA,NA,NA,0,NA,0
"197",8,170,68,68121,"21610000","003389846",68121008,2,41221100,183,1,96,1,NA,NA,NA,0,NA,0
"198",8,170,68,68132,"00110000","085002240",68132001,18,41190200,2,1,2,1,NA,NA,NA,0,NA,0
"199",8,170,68,68132,"00110001","022316462",68132001,1,41190200,2,1,2,1,0,NA,0,0,0,0
"200",8,170,68,68132,"00680000","085007047",68132003,18,41229900,30,1,0,0,NA,NA,NA,0,NA,0
"201",8,170,68,68147,"00030001","060026567",68147015,1,41190300,5000,1,0,0,0,NA,0,0,0,0
"202",8,170,68,68147,"00320000","083017400",68147019,18,41120199,4,1,4,1,NA,NA,NA,0,NA,0
"203",8,170,68,68147,"00320001","060026495",68147019,1,41120199,4,1,4,1,0,NA,0,0,0,0
"204",8,170,68,68147,"00440001","060026799",68147005,1,41190300,0,0,0,0,0,NA,0,0,0,0
"205",8,170,68,68152,"00700000","083014384",68152015,18,41229900,2000,1,2000,1,NA,NA,NA,0,NA,0
"206",8,170,68,68152,"00700001","022550056",68152008,1,41190200,2000,1,2000,1,0,NA,0,0,0,0
"207",8,170,68,68152,"01480000","083014389",68152008,18,41120199,6,1,1,1,NA,NA,NA,0,NA,0
"208",8,170,68,68152,"01740001","022316204",68152017,1,41190200,5,1,0,0,0,NA,0,0,0,0
"209",8,170,68,68152,"02390001","022319170",68152009,1,41190100,12,1,12,1,0,NA,0,0,0,0
"210",8,170,68,68152,"02590001","022318821",68152008,1,41190100,600,1,300,1,0,NA,0,0,0,0
"211",8,170,68,68160,"00650000","083023141",68160003,18,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"212",8,170,68,68162,"00090000","083394128",54174012,18,41229900,20,1,5,1,NA,NA,NA,0,NA,0
"213",8,170,68,68162,"00110000","083394107",54174012,18,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"214",8,170,68,68162,"00120000","083394108",54174012,18,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"215",8,170,68,68162,"00230000","083005862",68162002,18,41190200,1,1,1,1,NA,NA,NA,0,NA,0
"216",8,170,68,68162,"00260000","083394337",68162007,18,41190200,2,1,2,1,NA,NA,NA,0,NA,0
"217",8,170,68,68162,"00330001","022317177",68162002,1,41190200,2,1,3,1,0,NA,0,0,0,0
"218",8,170,68,68162,"00350000","083005860",68162001,18,41190200,1,1,1,1,NA,NA,NA,0,NA,0
"219",8,170,68,68162,"00450000","083394227",68162007,18,41120199,0,0,0,0,NA,NA,NA,0,NA,0
"220",8,170,68,68162,"00460001","022316809",68162005,1,41190100,3,1,2,1,0,NA,0,0,0,0
"221",8,170,68,68162,"00600001","022318781",68162001,1,41190200,20,1,20,1,0,NA,0,0,0,0
"222",8,170,68,68162,"00680000","083005991",68162001,18,41190200,10,1,0,0,NA,NA,NA,0,NA,0
"223",8,170,68,68162,"00830000","083394030",68162007,18,41229900,20,1,20,1,NA,NA,NA,0,NA,0
"224",8,170,68,68162,"00880001","022317205",68162001,1,41190200,5,1,2,1,1,NA,0,0,0,0
"225",8,170,68,68162,"00910000","083005735",68162003,18,41190200,6,1,6,1,NA,NA,NA,0,NA,0
"226",8,170,68,68162,"00990000","083005871",68162002,18,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"227",8,170,68,68162,"00990000","083394213",68162007,18,41190200,6,1,6,1,NA,NA,NA,0,NA,0
"228",8,170,68,68162,"01000000","083394083",68162008,18,41190200,10,1,10,1,NA,NA,NA,0,NA,0
"229",8,170,68,68162,"01070000","083394190",68162005,18,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"230",8,170,68,68162,"01190000","083394334",68162008,18,41229900,90,1,90,1,NA,NA,NA,0,NA,0
"231",8,170,68,68162,"01270000","083394129",68162005,18,41190200,0,0,0,0,NA,NA,NA,0,NA,0
"232",8,170,68,68162,"01290000","083394148",68162005,18,41229900,2,1,0,0,NA,NA,NA,0,NA,0
"233",8,170,68,68162,"01300000","083394025",68162005,18,41190200,2.4,1,0,0,NA,NA,NA,0,NA,0
"234",8,170,68,68162,"01480000","083005882",68162002,18,41190200,1000,1,1,1,NA,NA,NA,0,NA,0
"235",8,170,68,68162,"01600000","083394045",68162007,18,41229900,20,1,6,1,NA,NA,NA,0,NA,0
"236",8,170,68,68162,"01630001","022318784",68162001,1,41190200,10,1,10,1,0,NA,0,0,0,0
"237",8,170,68,68162,"01920001","022316833",68162005,1,41190200,2,1,3,1,0,NA,0,0,0,0
"238",8,170,68,68162,"02090000","083005948",54174028,18,41120199,0,0,0,0,NA,NA,NA,0,NA,0
"239",8,170,68,68162,"02140001","022316762",68162005,1,41190200,25,1,25,1,0,NA,0,0,0,0
"240",8,170,68,68162,"02210000","083005969",68162005,18,41120199,4,1,0.2,1,NA,NA,NA,0,NA,0
"241",8,170,68,68162,"02250000","083005956",68162005,18,41120199,2,1,2,1,NA,NA,NA,0,NA,0
"242",8,170,68,68162,"02660001","022316783",68162005,1,41190100,2,1,2,1,0,NA,0,0,0,0
"243",8,170,68,68167,"00010000","003014927",68167009,1,41220300,100,1,100,1,NA,NA,NA,0,NA,0
"244",8,170,68,68167,"00010000","003014927",68167009,2,41190300,0,0,0,0,NA,NA,NA,0,NA,0
"245",8,170,68,68167,"00030000","003014474",68167019,1,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"246",8,170,68,68167,"00060000","083014788",68167019,18,41120101,2,1,1,1,NA,NA,NA,0,NA,0
"247",8,170,68,68167,"00080000","003015149",68167024,1,42129900,0,0,0,0,NA,NA,NA,0,NA,0
"248",8,170,68,68167,"00610000","083015112",68167009,18,41220400,50,1,0,0,NA,NA,NA,0,NA,0
"249",8,170,68,68167,"00610000","083015112",68167009,28,41190400,600,1,0,0,NA,NA,NA,0,NA,0
"250",8,170,68,68167,"00610000","083015112",68167009,38,41190300,60,1,0,0,NA,NA,NA,0,NA,0
"251",8,170,68,68167,"00640000","003015101",68167009,1,41220300,0,0,0,0,NA,NA,NA,0,NA,0
"252",8,170,68,68167,"00720000","083015061",68167024,18,41229900,300,1,300,1,NA,NA,NA,0,NA,0
"253",8,170,68,68167,"01030000","083014653",68167018,18,41229900,75,1,0,0,NA,NA,NA,0,NA,0
